Date,Day,run,vial_pos,SIZE,
20180813,6,2,A3,5.571,
20180813,6,2,A4,5.92,
20180813,6,2,A4,6.993,
20180813,6,2,A4,5.936,
20180813,6,2,A4,6.093,
20180813,6,2,A4,6.302,
20180813,6,2,A4,5.901,
20180813,6,2,A4,6.38,
20180813,6,2,A4,7.278,
20180813,6,2,A4,4.709,
20180813,6,2,A4,6.135,
20180813,6,2,A5,4.022,
20180813,6,2,A5,5.211,
20180813,6,2,A5,5.703,
20180813,6,2,A5,5.688,
20180813,6,2,A5,4.815,
20180813,6,2,A5,7.408,
20180813,6,2,A5,6.182,
20180813,6,2,A5,5.674,
20180813,6,2,A5,6.579,
20180813,6,2,A5,7.223,
20180813,6,2,A6,5.819,
20180813,6,2,A6,5.485,
20180813,6,2,A6,6.358,
20180813,6,2,A6,6.815,
20180813,6,2,A6,6.193,
20180813,6,2,A6,7.193,
20180813,6,2,A6,7.683,
20180813,6,2,A6,7.214,
20180813,6,2,A6,5.56,
20180813,6,2,A6,5.703,
20180813,6,2,B1,5.349,
20180813,6,2,B1,4.478,
20180813,6,2,B1,5.394,
20180813,6,2,B1,6.311,
20180813,6,2,B1,6.152,
20180813,6,2,B1,5.232,
20180813,6,2,B1,6.54,
20180813,6,2,B1,6.364,
20180813,6,2,B1,5.558,
20180813,6,2,B1,5.984,
20180813,6,2,B2,6.091,
20180813,6,2,B2,5.333,
20180813,6,2,B2,4.433,
20180813,6,2,B2,5.628,
20180813,6,2,B2,5.866,
20180813,6,2,B2,5.791,
20180813,6,2,B2,6.076,
20180813,6,2,B2,6.173,
20180813,6,2,B2,6.159,
20180813,6,2,B2,5.977,
20180813,6,2,B3,5.628,
20180813,6,2,B3,5.94,
20180813,6,2,B3,4.182,
20180813,6,2,B3,5.564,
20180813,6,2,B3,6.072,
20180813,6,2,B3,5.216,
20180813,6,2,B3,5.706,
20180813,6,2,B3,6.308,
20180813,6,2,B3,5.909,
20180813,6,2,B3,5.251,
20180813,6,2,B4,5.58,
20180813,6,2,B4,5.307,
20180813,6,2,B4,5.226,
20180813,6,2,B4,6.761,
20180813,6,2,B4,5.522,
20180813,6,2,B4,5.532,
20180813,6,2,B4,6.057,
20180813,6,2,B4,5.093,
20180813,6,2,B4,6.983,
20180813,6,2,B4,5.32,
20180813,6,2,B5,6.085,
20180813,6,2,B5,5.997,
20180813,6,2,B5,5.362,
20180813,6,2,B5,5.357,
20180813,6,2,B5,5.75,
20180813,6,2,B5,6.981,
20180813,6,2,B5,5.292,
20180813,6,2,B5,5.852,
20180813,6,2,B5,4.946,
20180813,6,2,B5,5.545,
20180813,6,2,B6,6.22,
20180813,6,2,B6,6.473,
20180813,6,2,B6,5.168,
20180813,6,2,B6,6.438,
20180813,6,2,B6,5.288,
20180813,6,2,B6,5.074,
20180813,6,2,B6,4.912,
20180813,6,2,B6,6.008,
20180813,6,2,B6,6.697,
,,,B6,,
