Date,Day,run,vial_pos,shell_size,trial,treatment,tank,tank_num,timeline_days,tank_ID,Exp.Num
20180716,2,2,A4,2.931,1,Low,H3_T,7,2,H3_T_9,Exp1
20180716,2,2,A4,5.829,1,Low,H3_T,7,2,H3_T_10,Exp1
20180716,2,2,A5,5.191,1,Low,H3_T,7,2,H3_T_11,Exp1
20180716,2,2,A5,4.254,1,Low,H3_T,7,2,H3_T_12,Exp1
20180716,2,2,A5,4.31,1,Low,H3_T,7,2,H3_T_13,Exp1
20180716,2,2,A5,5.244,1,Low,H3_T,7,2,H3_T_14,Exp1
20180716,2,2,A5,5.957,1,Low,H3_T,7,2,H3_T_15,Exp1
20180716,2,2,A5,3.925,1,Low,H3_T,7,2,H3_T_16,Exp1
20180716,2,2,A5,5.117,1,Low,H3_T,7,2,H3_T_17,Exp1
20180716,2,2,A5,5.619,1,Low,H3_T,7,2,H3_T_18,Exp1
20180716,2,2,A5,5.53,1,Low,H3_T,7,2,H3_T_19,Exp1
20180716,2,2,A5,5.219,1,Low,H3_T,7,2,H3_T_20,Exp1
20180716,2,2,A5,5.151,1,Low,H3_T,7,2,H3_T_21,Exp1
20180716,2,2,A6,5.411,1,Low,H3_T,7,2,H3_T_22,Exp1
20180716,2,2,A6,5.598,1,Low,H3_T,7,2,H3_T_23,Exp1
20180716,2,2,A6,3.612,1,Low,H3_T,7,2,H3_T_24,Exp1
20180716,2,2,A6,5.748,1,Low,H3_T,7,2,H3_T_25,Exp1
20180716,2,2,A6,5.49,1,Low,H3_T,7,2,H3_T_26,Exp1
20180716,2,2,A6,6.095,1,Low,H3_T,7,2,H3_T_27,Exp1
20180716,2,2,A6,6.859,1,Low,H3_T,7,2,H3_T_28,Exp1
20180716,2,2,A6,5.625,1,Low,H3_T,7,2,H3_T_29,Exp1
20180716,2,2,A6,5.56,1,Low,H3_T,7,2,H3_T_30,Exp1
20180716,2,2,A6,5.552,1,Low,H3_T,7,2,H3_T_31,Exp1
20180716,2,2,B1,5.717,1,Ambient,H2_B,6,2,H2_B_1,Exp1
20180716,2,2,B1,5.702,1,Ambient,H2_B,6,2,H2_B_2,Exp1
20180716,2,2,B1,5.676,1,Ambient,H2_B,6,2,H2_B_3,Exp1
20180716,2,2,B1,4.879,1,Ambient,H2_B,6,2,H2_B_4,Exp1
20180716,2,2,B1,5.304,1,Ambient,H2_B,6,2,H2_B_5,Exp1
20180716,2,2,B1,4.137,1,Ambient,H2_B,6,2,H2_B_6,Exp1
20180716,2,2,B1,5.519,1,Ambient,H2_B,6,2,H2_B_7,Exp1
20180716,2,2,B1,4.127,1,Ambient,H2_B,6,2,H2_B_8,Exp1
20180716,2,2,B1,5.611,1,Ambient,H2_B,6,2,H2_B_9,Exp1
20180716,2,2,B1,5.66,1,Ambient,H2_B,6,2,H2_B_10,Exp1
20180716,2,2,B2,5.881,1,Ambient,H2_B,6,2,H2_B_11,Exp1
20180716,2,2,B2,5.733,1,Ambient,H2_B,6,2,H2_B_12,Exp1
20180716,2,2,B2,5.107,1,Ambient,H2_B,6,2,H2_B_13,Exp1
20180716,2,2,B2,5.645,1,Ambient,H2_B,6,2,H2_B_14,Exp1
20180716,2,2,B2,5.715,1,Ambient,H2_B,6,2,H2_B_15,Exp1
20180716,2,2,B2,3.868,1,Ambient,H2_B,6,2,H2_B_16,Exp1
20180716,2,2,B2,5.231,1,Ambient,H2_B,6,2,H2_B_17,Exp1
20180716,2,2,B2,5.468,1,Ambient,H2_B,6,2,H2_B_18,Exp1
20180716,2,2,B2,5.21,1,Ambient,H2_B,6,2,H2_B_19,Exp1
20180716,2,2,B2,3.999,1,Ambient,H2_B,6,2,H2_B_20,Exp1
20180716,2,2,B3,5.063,1,Ambient,H2_B,6,2,H2_B_21,Exp1
20180716,2,2,B3,4.043,1,Ambient,H2_B,6,2,H2_B_22,Exp1
20180716,2,2,B3,5.891,1,Ambient,H2_B,6,2,H2_B_23,Exp1
20180716,2,2,B3,5.063,1,Ambient,H2_B,6,2,H2_B_24,Exp1
20180716,2,2,B3,4.457,1,Ambient,H2_B,6,2,H2_B_25,Exp1
20180716,2,2,B3,6.109,1,Ambient,H2_B,6,2,H2_B_26,Exp1
20180716,2,2,B3,5.568,1,Ambient,H2_B,6,2,H2_B_27,Exp1
20180716,2,2,B3,4.661,1,Ambient,H2_B,6,2,H2_B_28,Exp1
20180716,2,2,B3,5.469,1,Ambient,H2_B,6,2,H2_B_29,Exp1
20180716,2,2,B3,4.571,1,Ambient,H2_B,6,2,H2_B_30,Exp1
20180716,2,2,B4,5.263,1,Low,H3_B,8,2,H3_B_1,Exp1
20180716,2,2,B4,5.073,1,Low,H3_B,8,2,H3_B_2,Exp1
20180716,2,2,B4,4.567,1,Low,H3_B,8,2,H3_B_3,Exp1
20180716,2,2,B4,5.549,1,Low,H3_B,8,2,H3_B_4,Exp1
20180716,2,2,B4,5.415,1,Low,H3_B,8,2,H3_B_5,Exp1
20180716,2,2,B4,5.634,1,Low,H3_B,8,2,H3_B_6,Exp1
20180716,2,2,B4,4.823,1,Low,H3_B,8,2,H3_B_7,Exp1
20180716,2,2,B4,5.475,1,Low,H3_B,8,2,H3_B_8,Exp1
20180716,2,2,B4,5.414,1,Low,H3_B,8,2,H3_B_9,Exp1
20180716,2,2,B4,4.864,1,Low,H3_B,8,2,H3_B_10,Exp1
20180716,2,2,B5,4.465,1,Low,H3_B,8,2,H3_B_11,Exp1
20180716,2,2,B5,6.595,1,Low,H3_B,8,2,H3_B_12,Exp1
20180716,2,2,B5,6.132,1,Low,H3_B,8,2,H3_B_13,Exp1
20180716,2,2,B5,5.277,1,Low,H3_B,8,2,H3_B_14,Exp1
20180716,2,2,B5,4.292,1,Low,H3_B,8,2,H3_B_15,Exp1
20180716,2,2,B5,5.669,1,Low,H3_B,8,2,H3_B_16,Exp1
20180716,2,2,B5,5.491,1,Low,H3_B,8,2,H3_B_17,Exp1
20180716,2,2,B5,5.586,1,Low,H3_B,8,2,H3_B_18,Exp1
20180716,2,2,B5,5.208,1,Low,H3_B,8,2,H3_B_19,Exp1
20180716,2,2,B5,5.71,1,Low,H3_B,8,2,H3_B_20,Exp1
20180716,2,2,B6,5.37,1,Low,H3_B,8,2,H3_B_21,Exp1
20180716,2,2,B6,5.348,1,Low,H3_B,8,2,H3_B_22,Exp1
20180716,2,2,B6,5.284,1,Low,H3_B,8,2,H3_B_23,Exp1
20180716,2,2,B6,4.204,1,Low,H3_B,8,2,H3_B_24,Exp1
20180716,2,2,B6,6.054,1,Low,H3_B,8,2,H3_B_25,Exp1
20180716,2,2,B6,4.955,1,Low,H3_B,8,2,H3_B_26,Exp1
20180716,2,2,B6,5.095,1,Low,H3_B,8,2,H3_B_27,Exp1
20180716,2,2,B6,4.433,1,Low,H3_B,8,2,H3_B_28,Exp1
20180716,2,2,B6,5.474,1,Low,H3_B,8,2,H3_B_29,Exp1
20180719,5,1,A1,5.379,1,Low,H0_T,1,5,H0_T_1,Exp1
20180719,5,1,A1,5.726,1,Low,H0_T,1,5,H0_T_2,Exp1
20180719,5,1,A1,5.034,1,Low,H0_T,1,5,H0_T_3,Exp1
20180719,5,1,A1,5.447,1,Low,H0_T,1,5,H0_T_4,Exp1
20180719,5,1,A1,5.291,1,Low,H0_T,1,5,H0_T_5,Exp1
20180719,5,1,A1,5.074,1,Low,H0_T,1,5,H0_T_6,Exp1
20180719,5,1,A1,5.292,1,Low,H0_T,1,5,H0_T_7,Exp1
20180719,5,1,A1,4.654,1,Low,H0_T,1,5,H0_T_8,Exp1
20180719,5,1,A1,5.413,1,Low,H0_T,1,5,H0_T_9,Exp1
20180719,5,1,A1,5.634,1,Low,H0_T,1,5,H0_T_10,Exp1
20180719,5,1,A2,5.029,1,Low,H0_T,1,5,H0_T_11,Exp1
20180719,5,1,A2,5.326,1,Low,H0_T,1,5,H0_T_12,Exp1
20180719,5,1,A2,5.185,1,Low,H0_T,1,5,H0_T_13,Exp1
20180719,5,1,A2,4.753,1,Low,H0_T,1,5,H0_T_14,Exp1
20180719,5,1,A2,4.872,1,Low,H0_T,1,5,H0_T_15,Exp1
20180719,5,1,A2,4.833,1,Low,H0_T,1,5,H0_T_16,Exp1
20180719,5,1,A2,5.632,1,Low,H0_T,1,5,H0_T_17,Exp1
20180719,5,1,A2,5.892,1,Low,H0_T,1,5,H0_T_18,Exp1
20180719,5,1,A2,5.874,1,Low,H0_T,1,5,H0_T_19,Exp1
20180719,5,1,A2,4.132,1,Low,H0_T,1,5,H0_T_20,Exp1
20180719,5,1,A3,4.614,1,Low,H0_T,1,5,H0_T_21,Exp1
20180719,5,1,A3,4.898,1,Low,H0_T,1,5,H0_T_22,Exp1
20180719,5,1,A3,5.35,1,Low,H0_T,1,5,H0_T_23,Exp1
20180719,5,1,A3,4.504,1,Low,H0_T,1,5,H0_T_24,Exp1
20180719,5,1,A3,4.618,1,Low,H0_T,1,5,H0_T_25,Exp1
20180719,5,1,A3,4.125,1,Low,H0_T,1,5,H0_T_26,Exp1
20180719,5,1,A3,5.647,1,Low,H0_T,1,5,H0_T_27,Exp1
20180719,5,1,A3,4.389,1,Low,H0_T,1,5,H0_T_28,Exp1
20180719,5,1,A3,4.73,1,Low,H0_T,1,5,H0_T_29,Exp1
20180719,5,1,A3,5.039,1,Low,H0_T,1,5,H0_T_30,Exp1
20180719,5,1,A4,4.865,1,Ambient,H1_T,3,5,H1_T_1,Exp1
20180719,5,1,A4,5.591,1,Ambient,H1_T,3,5,H1_T_2,Exp1
20180719,5,1,A4,6.04,1,Ambient,H1_T,3,5,H1_T_3,Exp1
20180719,5,1,A4,4.794,1,Ambient,H1_T,3,5,H1_T_4,Exp1
20180719,5,1,A4,5.331,1,Ambient,H1_T,3,5,H1_T_5,Exp1
20180719,5,1,A4,4.713,1,Ambient,H1_T,3,5,H1_T_6,Exp1
20180719,5,1,A4,5.834,1,Ambient,H1_T,3,5,H1_T_7,Exp1
20180719,5,1,A4,5.147,1,Ambient,H1_T,3,5,H1_T_8,Exp1
20180719,5,1,A4,4.668,1,Ambient,H1_T,3,5,H1_T_9,Exp1
20180719,5,1,A4,3.191,1,Ambient,H1_T,3,5,H1_T_10,Exp1
20180719,5,1,A5,5.981,1,Ambient,H1_T,3,5,H1_T_11,Exp1
20180719,5,1,A5,5.435,1,Ambient,H1_T,3,5,H1_T_12,Exp1
20180719,5,1,A5,5.543,1,Ambient,H1_T,3,5,H1_T_13,Exp1
20180719,5,1,A5,5.654,1,Ambient,H1_T,3,5,H1_T_14,Exp1
20180719,5,1,A5,4.785,1,Ambient,H1_T,3,5,H1_T_15,Exp1
20180719,5,1,A5,4.677,1,Ambient,H1_T,3,5,H1_T_16,Exp1
20180719,5,1,A5,4.579,1,Ambient,H1_T,3,5,H1_T_17,Exp1
20180719,5,1,A5,5.046,1,Ambient,H1_T,3,5,H1_T_18,Exp1
20180719,5,1,A5,4.295,1,Ambient,H1_T,3,5,H1_T_19,Exp1
20180719,5,1,A5,4.248,1,Ambient,H1_T,3,5,H1_T_20,Exp1
20180719,5,1,A6,5.011,1,Ambient,H1_T,3,5,H1_T_21,Exp1
20180719,5,1,A6,4.982,1,Ambient,H1_T,3,5,H1_T_22,Exp1
20180719,5,1,A6,5.629,1,Ambient,H1_T,3,5,H1_T_23,Exp1
20180719,5,1,A6,5.467,1,Ambient,H1_T,3,5,H1_T_24,Exp1
20180719,5,1,A6,5.86,1,Ambient,H1_T,3,5,H1_T_25,Exp1
20180719,5,1,A6,5.069,1,Ambient,H1_T,3,5,H1_T_26,Exp1
20180719,5,1,A6,4.585,1,Ambient,H1_T,3,5,H1_T_27,Exp1
20180719,5,1,A6,4.482,1,Ambient,H1_T,3,5,H1_T_28,Exp1
20180719,5,1,A6,6.081,1,Ambient,H1_T,3,5,H1_T_29,Exp1
20180719,5,1,A6,5.354,1,Ambient,H1_T,3,5,H1_T_30,Exp1
20180719,5,1,B1,5.411,1,Low,H0_B,2,5,H0_B_1,Exp1
20180719,5,1,B1,4.784,1,Low,H0_B,2,5,H0_B_2,Exp1
20180719,5,1,B1,3.634,1,Low,H0_B,2,5,H0_B_3,Exp1
20180719,5,1,B1,5.542,1,Low,H0_B,2,5,H0_B_4,Exp1
20180719,5,1,B1,3.883,1,Low,H0_B,2,5,H0_B_5,Exp1
20180719,5,1,B1,4.566,1,Low,H0_B,2,5,H0_B_6,Exp1
20180719,5,1,B1,4.241,1,Low,H0_B,2,5,H0_B_7,Exp1
20180719,5,1,B1,5.741,1,Low,H0_B,2,5,H0_B_8,Exp1
20180719,5,1,B1,5.665,1,Low,H0_B,2,5,H0_B_9,Exp1
20180719,5,1,B1,4.77,1,Low,H0_B,2,5,H0_B_10,Exp1
20180719,5,1,B2,4.719,1,Low,H0_B,2,5,H0_B_11,Exp1
20180719,5,1,B2,4.855,1,Low,H0_B,2,5,H0_B_12,Exp1
20180719,5,1,B2,4.847,1,Low,H0_B,2,5,H0_B_13,Exp1
20180719,5,1,B2,5.356,1,Low,H0_B,2,5,H0_B_14,Exp1
20180719,5,1,B2,5.603,1,Low,H0_B,2,5,H0_B_15,Exp1
20180719,5,1,B2,5.521,1,Low,H0_B,2,5,H0_B_16,Exp1
20180719,5,1,B2,5.574,1,Low,H0_B,2,5,H0_B_17,Exp1
20180719,5,1,B2,5.643,1,Low,H0_B,2,5,H0_B_18,Exp1
20180719,5,1,B2,3.727,1,Low,H0_B,2,5,H0_B_19,Exp1
20180719,5,1,B2,4.103,1,Low,H0_B,2,5,H0_B_20,Exp1
20180719,5,1,B3,5.224,1,Low,H0_B,2,5,H0_B_21,Exp1
20180719,5,1,B3,4.271,1,Low,H0_B,2,5,H0_B_22,Exp1
20180719,5,1,B3,4.999,1,Low,H0_B,2,5,H0_B_23,Exp1
20180719,5,1,B3,4.409,1,Low,H0_B,2,5,H0_B_24,Exp1
20180719,5,1,B3,5.857,1,Low,H0_B,2,5,H0_B_25,Exp1
20180719,5,1,B3,3.778,1,Low,H0_B,2,5,H0_B_26,Exp1
20180719,5,1,B3,5.811,1,Low,H0_B,2,5,H0_B_27,Exp1
20180719,5,1,B3,4.214,1,Low,H0_B,2,5,H0_B_28,Exp1
20180719,5,1,B3,4.491,1,Low,H0_B,2,5,H0_B_29,Exp1
20180719,5,1,B3,4.94,1,Low,H0_B,2,5,H0_B_30,Exp1
20180719,5,1,B4,5.365,1,Ambient,H1_B,4,5,H1_B_1,Exp1
20180719,5,1,B4,5.799,1,Ambient,H1_B,4,5,H1_B_2,Exp1
20180719,5,1,B4,5.117,1,Ambient,H1_B,4,5,H1_B_3,Exp1
20180719,5,1,B4,5.421,1,Ambient,H1_B,4,5,H1_B_4,Exp1
